     29851,    -1008918,    -1007878,    -8389027,    -8389027,20000, 1,
     29871,    -1008759,    -1007767,    -8389027,    -8389027,20000, 1,
     29891,    -1008983,    -1007892,    -8389027,    -8389027,20000, 1,$GPRMC,010940.500,A,4231.1868,N,08321.7872,W,2.92,180.11,240518,,,A*7E
     29911,    -1008993,    -1007839,    -8389027,    -8389027,20000, 1,
     29931,    -1008998,    -1007884,    -8389027,    -8389027,20000, 1,
     29951,    -1008906,    -1007875,    -8389027,    -8389027,20000, 1,
     29971,    -1009016,    -1007897,    -8389027,    -8389027,20000, 1,
     29991,    -1008995,    -1007924,    -8389027,    -8389027,20000, 1,$GPRMC,010940.600,A,4231.1868,N,08321.7872,W,2.90,180.48,240518,,,A*73
     30011,    -1008999,    -1007907,    -8389027,    -8389027,20000, 1,
     30031,    -1008913,    -1007888,    -8389027,    -8389027,20000, 1,
     30051,    -1009048,    -1007910,    -8389027,    -8389027,20000, 1,
     30071,    -1009011,    -1007955,    -8389027,    -8389027,20000, 1,
     30091,    -1009025,    -1007920,    -8389027,    -8389027,20000, 1,$GPRMC,010940.700,A,4231.1869,N,08321.7872,W,2.91,181.08,240518,,,A*77
     30111,    -1009035,    -1007945,    -8389027,    -8389027,20000, 1,
     30131,    -1008839,    -1007858,    -8389027,    -8389027,20000, 1,
     30151,    -1009053,    -1007993,    -8389027,    -8389027,20000, 1,
     30171,    -1009046,    -1007897,    -8389027,    -8389027,20000, 1,
     30191,    -1009022,    -1007941,    -8389027,    -8389027,20000, 1,$GPRMC,010940.800,A,4231.1869,N,08321.7873,W,2.90,181.69,240518,,,A*7F
     30211,    -1009065,    -1007930,    -8389027,    -8389027,20000, 1,
     30231,    -1008907,    -1007994,    -8389027,    -8389027,20000, 1,
     30251,    -1009042,    -1007950,    -8389027,    -8389027,20000, 1,
     30271,    -1009007,    -1007959,    -8389027,    -8389027,20000, 1,
     30291,    -1009036,    -1008000,    -8389027,    -8389027,20000, 1,$GPRMC,010940.900,A,4231.1869,N,08321.7873,W,2.90,182.42,240518,,,A*74
     30311,    -1009079,    -1007971,    -8389027,    -8389027,20000, 1,
     30331,    -1008892,    -1007990,    -8389027,    -8389027,20000, 1,
     30351,    -1009068,    -1008002,    -8389027,    -8389027,20000, 1,
     30371,    -1009057,    -1007971,    -8389027,    -8389027,20000, 1,
     30391,    -1009039,    -1007966,    -8389027,    -8389027,20000, 1,$GPRMC,010941.000,A,4231.1869,N,08321.7873,W,2.89,183.01,240518,,,A*72
     30411,    -1009086,    -1008007,    -8389027,    -8389027,20000, 1,
     30431,    -1008966,    -1007903,    -8389027,    -8389027,20000, 1,
     30451,    -1009095,    -1008016,    -8389027,    -8389027,20000, 1,
     30471,    -1009090,    -1007981,    -8389027,    -8389027,20000, 1,
     30491,    -1009060,    -1008004,    -8389027,    -8389027,20000, 1,$GPRMC,010941.100,A,4231.1870,N,08321.7874,W,2.88,183.60,240518,,,A*7A
